Ticker,Name,Sector,Industry,Market Cap
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,56496635904
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,50284314624
ADSK,"Autodesk, Inc.",Technology,Software - Application,55512059904
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,54701264896
PAYX,"Paychex, Inc.",Technology,Software - Application,53285728256
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,53217083392
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,53094318080
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,51927498752
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,47972978688
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,45912420352
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,44621713408
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,44293152768
FAST,Fastenal Company,Industrials,Industrial Distribution,43622416384
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,43446116352
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,43409436672
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,43088154624
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,42877063168
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,41419284480
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,40821719040
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,40195727360
LULU,Lululemon Athletica Inc.,Consumer Cyclical,Apparel Retail,39834329088
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,39579168768
TFINP,"Triumph Financial, Inc.",Financial Services,Banks - Regional,N/A
CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,Beverages - Non-Alcoholic,38982348800
GEHC,GE HealthCare Technologies Inc.,Healthcare,Health Information Services,37713367040
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,37242310656
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,37207072768
ARGX,argenx SE,Healthcare,Biotechnology,37318799360
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,36638392320
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,36446425088
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,33219237888
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,35764015104
DDOG,"Datadog, Inc.",Technology,Software - Application,35637174272
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,35307974656
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,34349776896
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,33804306432
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,32766861312
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,32732069888
FER,Ferrovial SE,Industrials,Infrastructure Operations,31519643648
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,31427041280
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,31355019264
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,30664873984
TW,Tradeweb Markets Inc.,Financial Services,Capital Markets,30886471680
MCHP,Microchip Technology Incorporated,Technology,Semiconductors,29719877632
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,28691517440
ANSS,"ANSYS, Inc.",Technology,Software - Application,28482453504
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,28241145856
TTD,"The Trade Desk, Inc.",Technology,Software - Application,28029028352
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,27881582592
ONC,"BeiGene, Ltd.",Healthcare,Biotechnology,28833785856
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,25913184256
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,25725882368
RYAAY,Ryanair Holdings plc,Industrials,Airlines,25490954240
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,25338982400
ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,27293270016
FCNCA,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,24739076096
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,24890593280
VOD,Vodafone Group Public Limited Company,Communication Services,Telecom Services,24655323136
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,24566138880
LPLA,LPL Financial Holdings Inc.,Financial Services,Capital Markets,24516632576
BNTX,BioNTech SE,Healthcare,Biotechnology,24203476992
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,24196972544
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,23772153856
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,23043463168
ZM,Zoom Communications Inc.,Technology,Software - Application,22941386752
CDW,CDW Corporation,Technology,Information Technology Services,22607110144
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,22563991552
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,22236280832
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,21765173248
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,21436651520
GFS,GLOBALFOUNDRIES Inc.,Technology,Semiconductors,21409855488
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,21010667520
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,20996612096
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,20234035200
NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,20176510976
OKTA,"Okta, Inc.",Technology,Software - Infrastructure,20075452416
FWONK,Formula One Group,Communication Services,Entertainment,21641326592
NTRS,Northern Trust Corporation,Financial Services,Asset Management,19239837696
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,19161602048
PTC,PTC Inc.,Technology,Software - Application,19106246656
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,19034478592
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,18975995904
NTAP,"NetApp, Inc.",Technology,Computer Hardware,19250845696
NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,18962335744
KSPI,Joint Stock Company Kaspi.kz,Technology,Software - Infrastructure,18923692032
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,18920896512
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,18728130560
ON,ON Semiconductor Corporation,Technology,Semiconductors,18563594240
PODD,Insulet Corporation,Healthcare,Medical Devices,18373253120
TPG,TPG Inc.,Financial Services,Asset Management,18292508672
GRAB,Grab Holdings Limited,Technology,Software - Application,18129922048
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,17266888704
WMG,Warner Music Group Corp.,Communication Services,Entertainment,17223948288
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,17163982848
CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,17134472192
DOCU,"DocuSign, Inc.",Technology,Software - Application,16854779904
AZPN,"Aspen Technology, Inc.",Technology,Software - Application,16734308352
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,16554518528
ESLT,Elbit Systems Ltd.,Industrials,Aerospace & Defense,16467999744
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,16307642368
FUTU,Futu Holdings Limited,Financial Services,Capital Markets,16152163328
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,15978563584
CG,The Carlyle Group Inc.,Financial Services,Asset Management,15762898944
WDC,Western Digital Corporation,Technology,Computer Hardware,15565123584
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,15557808128
MDB,"MongoDB, Inc.",Technology,Software - Infrastructure,15534309376
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,15419931648
FFIV,"F5, Inc.",Technology,Software - Infrastructure,15419108352
AFRM,"Affirm Holdings, Inc.",Technology,Software - Infrastructure,15351851008
ICLR,ICON Public Limited Company,Healthcare,Diagnostics & Research,15014080512
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,15253156864
LOGI,Logitech International S.A.,Technology,Computer Hardware,13457839104
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,14947195904
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,14849498112
CASY,"Casey's General Stores, Inc.",Consumer Cyclical,Specialty Retail,14549830656
ARCC,Ares Capital Corporation,Financial Services,Asset Management,14756379648
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,14656944128
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,14582202368
UTHR,United Therapeutics Corporation,Healthcare,Biotechnology,14503946240
FSLR,"First Solar, Inc.",Technology,Solar,14242457600
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,14147416064
INSM,Insmed Incorporated,Healthcare,Biotechnology,14076292096
PAA,"Plains All American Pipeline, L.P.",Energy,Oil & Gas Midstream,14047368192
ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,13976815616
SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,13899555840
GLPI,"Gaming and Leisure Properties, Inc.",Real Estate,REIT - Specialty,13892807680
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,13954196480
GMAB,Genmab A/S,Healthcare,Biotechnology,13218441216
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,13650094080
LINE,"Lineage, Inc.",Real Estate,REIT - Industrial,15053005824
ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,13571712000
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,13509372928
FLEX,Flex Ltd.,Technology,Electronic Components,13496718336
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,13419683840
DUOL,"Duolingo, Inc.",Technology,Software - Application,13309527040
MNDY,monday.com Ltd.,Technology,Software - Application,13491989504
SYM,Symbotic Inc.,Industrials,Specialty Industrial Machinery,13127025664
REG,Regency Centers Corporation,Real Estate,REIT - Retail,13033261056
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,12916743168
Z,"Zillow Group, Inc.",Communication Services,Internet Content & Information,17083557888
BSY,"Bentley Systems, Incorporated",Technology,Software - Application,12860660736
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,12481417216
MORN,"Morningstar, Inc.",Financial Services,Financial Data & Stock Exchanges,12470208512
RIVN,"Rivian Automotive, Inc.",Consumer Cyclical,Auto Manufacturers,12460425216
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,12444827648
POOL,Pool Corporation,Industrials,Industrial Distribution,12307431424
EWBC,"East West Bancorp, Inc.",Financial Services,Banks - Regional,12292087808
MBLY,Mobileye Global Inc.,Consumer Cyclical,Auto Parts,12143421440
AUR,"Aurora Innovation, Inc.",Technology,Information Technology Services,12130796544
INCY,Incyte Corporation,Healthcare,Biotechnology,12000422912
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,11990156288
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,11989306368
HTHT,H World Group Limited,Consumer Cyclical,Lodging,11956826112
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,11761251328
ALAB,"Astera Labs, Inc.",Technology,Semiconductors,11683123200
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,11632079872
LAMR,Lamar Advertising Company,Real Estate,REIT - Specialty,11629227008
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,11472686080
FOX,Fox Corporation,Communication Services,Entertainment,22893977600
FOXA,Fox Corporation,Communication Services,Entertainment,22893963264
TXRH,"Texas Roadhouse, Inc.",Consumer Cyclical,Restaurants,11426180096
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,11345099776
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,11116940288
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,11041632256
SAIL,"SailPoint, Inc. Common Stock",Technology,Software - Infrastructure,11031019520
FTAI,FTAI Aviation Ltd.,Industrials,Rental & Leasing Services,10970906624
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,10946708480
WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,10822497280
CART,Maplebear Inc.,Consumer Cyclical,Internet Retail,10755050496
MANH,"Manhattan Associates, Inc.",Technology,Software - Application,10736447488
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,10713079808
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,10840127488
PCTY,Paylocity Holding Corporation,Technology,Software - Application,10633098240
MMYT,MakeMyTrip Limited,Consumer Cyclical,Travel Services,10542365696
HLNE,Hamilton Lane Incorporated,Financial Services,Asset Management,8273825280
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,10361194496
NWSA,News Corporation,Communication Services,Entertainment,16123108352
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,10145679360
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,10198501376
ROKU,"Roku, Inc.",Communication Services,Entertainment,10165000192
LBRDK,Liberty Broadband Corporation,Communication Services,Telecom Services,11778479104
DOX,Amdocs Limited,Technology,Software - Infrastructure,9972412416
MEDP,"Medpace Holdings, Inc.",Healthcare,Diagnostics & Research,9942535168
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,9893147648
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,9834203136
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,9736915968
PCVX,"Vaxcyte, Inc.",Healthcare,Biotechnology,9686765568
WIX,Wix.com Ltd.,Technology,Software - Infrastructure,9441376256
VNOM,"Viper Energy, Inc.",Energy,Oil & Gas Midstream,9583210496
ALTR,Altair Engineering Inc.,Technology,Software - Application,9559256064
SAIA,"Saia, Inc.",Industrials,Trucking,9553293312
SEIC,SEI Investments Company,Financial Services,Asset Management,9516172288
TLN,Talen Energy Corporation,Utilities,Utilities - Independent Power Producers,9514113024
NICE,NICE Ltd.,Technology,Software - Application,9496377344
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,9475052544
MASI,Masimo Corporation,Healthcare,Medical Devices,9321273344
BILI,Bilibili Inc.,Communication Services,Electronic Gaming & Multimedia,8789638144
BZ,Kanzhun Limited,Communication Services,Internet Content & Information,8537012736
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,9195173888
CFLT,"Confluent, Inc.",Technology,Software - Infrastructure,9085235200
FYBR,"Frontier Communications Parent, Inc.",Communication Services,Telecom Services,8929306624
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,8915908608
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,8868106240
LNW,"Light & Wonder, Inc.",Consumer Cyclical,Gambling,8844466176
TTAN,"ServiceTitan, Inc.",Technology,Software - Application,8824733696
DRS,"Leonardo DRS, Inc.",Industrials,Aerospace & Defense,8784685056
HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,8728668160
RKLB,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,8662709248
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,8629599232
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,8588261888
RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies,8580067328
DSGX,The Descartes Systems Group Inc.,Technology,Software - Application,8578577408
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,8515911168
GTLB,GitLab Inc.,Technology,Software - Infrastructure,8513640448
ENPH,"Enphase Energy, Inc.",Technology,Solar,8451649536
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,8402557440
EXAS,Exact Sciences Corporation,Healthcare,Diagnostics & Research,8392411136
XP,XP Inc.,Financial Services,Capital Markets,8308559360
CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks - Regional,8289795584
MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,8232449024
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,8210087936
CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling,8203442688
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,8191863296
FRHC,Freedom Holding Corp.,Financial Services,Financial Conglomerates,8047331328
PNFP,"Pinnacle Financial Partners, Inc.",Financial Services,Banks - Regional,8029890048
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,7984042496
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,7890979840
APPF,"AppFolio, Inc.",Technology,Software - Application,7867805184
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,7853453312
SIRI,Sirius XM Holdings Inc.,Communication Services,Entertainment,7808625152
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,7752481280
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,7742006784
VFS,VinFast Auto Ltd.,Consumer Cyclical,Auto Manufacturers,7741096960
GGAL,Grupo Financiero Galicia S.A.,Financial Services,Banks - Regional,11009780736
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,7709001216
SFD,"Smithfield Foods, Inc. Common Stock",Consumer Defensive,Farm Products,7681427968
FSV,FirstService Corporation,Real Estate,Real Estate Services,7659502080
EXLS,"ExlService Holdings, Inc.",Technology,Information Technology Services,7563412480
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,7561143808
SATS,EchoStar Corporation,Technology,Communication Equipment,7533450752
WTFC,Wintrust Financial Corporation,Financial Services,Banks - Regional,7505294848
ENSG,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities,7458860544
AAL,American Airlines Group Inc.,Industrials,Airlines,7443760128
OLED,Universal Display Corporation,Technology,Electronic Components,7429388800
UMBF,UMB Financial Corporation,Financial Services,Banks - Regional,7406471168
BECN,"Beacon Roofing Supply, Inc.",Industrials,Industrial Distribution,7383753728
PARA,Paramount Global,Communication Services,Entertainment,8280408064
QFIN,"Qifu Technology, Inc.",Financial Services,Credit Services,7317121024
APA,APA Corporation,Energy,Oil & Gas E&P,7292201984
RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,7274775552
ZION,"Zions Bancorporation, National Association",Financial Services,Banks - Regional,7228961280
BRKR,Bruker Corporation,Healthcare,Medical Devices,7121032192
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,7064254464
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,7037441024
LNTH,"Lantheus Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,7036655616
LEGN,Legend Biotech Corporation,Healthcare,Biotechnology,6967642624
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,6933320704
QRVO,"Qorvo, Inc.",Technology,Semiconductors,6819833856
GDS,GDS Holdings Limited,Technology,Information Technology Services,6698242048
OTEX,Open Text Corporation,Technology,Software - Application,6866639872
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,6752992256
ONB,Old National Bancorp,Financial Services,Banks - Regional,6736752640
NXT,Nextracker Inc.,Technology,Solar,6771535360
MAT,"Mattel, Inc.",Consumer Cyclical,Leisure,6660133888
BOKF,BOK Financial Corporation,Financial Services,Banks - Regional,6618499584
LCID,"Lucid Group, Inc.",Consumer Cyclical,Auto Manufacturers,6548040192
UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production,6522200576
COOP,Mr. Cooper Group Inc.,Financial Services,Mortgage Finance,6450400256
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,6449335808
CHRD,Chord Energy Corporation,Energy,Oil & Gas E&P,6414747648
STEP,StepStone Group Inc.,Financial Services,Asset Management,6516257280
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Defensive,Discount Stores,6331129344
CIGI,Colliers International Group Inc.,Real Estate,Real Estate Services,6288926208
WAY,Waystar Holding Corp.,Healthcare,Health Information Services,6292155392
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,6278138368
BPOP,"Popular, Inc.",Financial Services,Banks - Regional,6295230464
PEGA,Pegasystems Inc.,Technology,Software - Application,6231965184
GLBE,Global-E Online Ltd.,Consumer Cyclical,Internet Retail,6190393344
CCCS,CCC Intelligent Solutions Holdings Inc.,Technology,Software - Application,6115395584
SLM,SLM Corporation,Financial Services,Credit Services,6156977152
WING,Wingstop Inc.,Consumer Cyclical,Restaurants,6138382336
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,6128835584
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,6106513920
SRAD,Sportradar Group AG,Technology,Software - Application,6065875456
NVMI,Nova Ltd.,Technology,Semiconductor Equipment & Materials,6039379456
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,5990542848
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,5953324544
TLX,Telix Pharmaceuticals Limited,Healthcare,Biotechnology,5891142656
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,5924056064
BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,5888299008
NWS,News Corporation,Communication Services,Entertainment,16123095040
CACC,Credit Acceptance Corporation,Financial Services,Credit Services,5857584640
RMBS,Rambus Inc.,Technology,Semiconductors,5856881152
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,5822557696
CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services,5657220096
VRNA,Verona Pharma plc,Healthcare,Biotechnology,8857006080
IDCC,"InterDigital, Inc.",Technology,Software - Application,5640976896
WSC,WillScot Holdings Corporation,Industrials,Rental & Leasing Services,5621066752
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,5610194944
OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,5602558976
ALKS,Alkermes plc,Healthcare,Drug Manufacturers - Specialty & Generic,5589043200
VIRT,"Virtu Financial, Inc.",Financial Services,Capital Markets,5602682880
NUVL,"Nuvalent, Inc.",Healthcare,Biotechnology,5514470400
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,5484511232
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,5480458752
VERX,"Vertex, Inc.",Technology,Software - Application,5463641088
CRVL,CorVel Corporation,Financial Services,Insurance Brokers,5454850048
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,Biotechnology,5452498944
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,5443551744
SIGI,"Selective Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,5421981696
KRYS,"Krystal Biotech, Inc.",Healthcare,Biotechnology,5383571968
SAIC,Science Applications International Corporation,Technology,Information Technology Services,5469839872
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,5332027904
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,5317837824
LFUS,"Littelfuse, Inc.",Technology,Electronic Components,5311092224
NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,5308905472
LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,5305890816
GH,"Guardant Health, Inc.",Healthcare,Diagnostics & Research,5294760960
FCFS,"FirstCash Holdings, Inc.",Financial Services,Credit Services,5240135168
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,5119662080
COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional,5193005568
OS,"OneStream, Inc.",Technology,Software - Infrastructure,5172520960
FFIN,"First Financial Bankshares, Inc.",Financial Services,Banks - Regional,5111427584
ACT,"Enact Holdings, Inc.",Financial Services,Insurance - Specialty,5080453120
LANC,Lancaster Colony Corporation,Consumer Defensive,Packaged Foods,5051466240
IEP,Icahn Enterprises L.P.,Energy,Oil & Gas Refining & Marketing,5039175168
LYFT,"Lyft, Inc.",Technology,Software - Application,5028647936
OZK,Bank OZK,Financial Services,Banks - Regional,5028112896
UBSI,"United Bankshares, Inc.",Financial Services,Banks - Regional,4992370176
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,4974020608
NOVT,Novanta Inc.,Technology,Scientific & Technical Instruments,4961843200
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,4960327168
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,4956362752
VLY,Valley National Bancorp,Financial Services,Banks - Regional,4952839680
ESGR,Enstar Group Limited,Financial Services,Insurance - Diversified,4952372736
NSIT,"Insight Enterprises, Inc.",Technology,Electronics & Computer Distribution,4921412096
CSWI,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,4914762752
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,4874163200
LOPE,"Grand Canyon Education, Inc.",Consumer Defensive,Education & Training Services,4872875008
SPSC,"SPS Commerce, Inc.",Technology,Software - Application,4869420544
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,4833479680
ITRI,"Itron, Inc.",Technology,Scientific & Technical Instruments,4813907968
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,4675578368
PONY,Pony AI Inc.,Technology,Information Technology Services,4787758592
BWIN,"The Baldwin Insurance Group, Inc.",Financial Services,Insurance Brokers,2764245248
INTA,"Intapp, Inc.",Technology,Software - Application,4766249984
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,4759975424
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,4727051776
UPST,"Upstart Holdings, Inc.",Financial Services,Credit Services,4689298432
VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure,4665197568
WRD,WeRide Inc.,Technology,Software - Application,4943619072
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",Industrials,Airports & Air Services,3921085440
EEFT,"Euronet Worldwide, Inc.",Technology,Software - Infrastructure,4596024320
FRSH,Freshworks Inc.,Technology,Software - Application,4589317120
FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery,4584570880
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,4534727680
DJT,Trump Media & Technology Group Corp.,Communication Services,Internet Content & Information,4524536320
PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotechnology,4508963328
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,4497518080
MARA,"MARA Holdings, Inc.",Financial Services,Capital Markets,4485246464
HWC,Hancock Whitney Corporation,Financial Services,Banks - Regional,4426922496
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,4421098496
ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,4417714176
BGC,"BGC Group, Inc.",Financial Services,Capital Markets,4478453760
SBNY,Signature Bank,Financial Services,Banks - Regional,72420128
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,4401966592
PECO,"Phillips Edison & Company, Inc.",Real Estate,REIT - Retail,4858304000
KC,Kingsoft Cloud Holdings Limited,Technology,Software - Application,4281638144
FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,4351545344
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,4354912256
GSHD,"Goosehead Insurance, Inc",Financial Services,Insurance Brokers,4328290304
ATAT,Atour Lifestyle Holdings Limited,Consumer Cyclical,Lodging,4305348096
PAGP,"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,4986736128
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,4218926848
LLYVK,Liberty Live Group,Communication Services,Entertainment,6066054656
ZLAB,Zai Lab Limited,Healthcare,Biotechnology,4152384512
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,4191992064
